survey_year,country,industry,company_size,num_employees,annual_revenue_usd_millions,ai_adoption_rate,ai_maturity_score,years_using_ai,ai_budget_percentage,productivity_change_percent,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees,revenue_growth_percent,cost_reduction_percent,employee_satisfaction_score,customer_satisfaction
2024,Germany,Logistics,SME,505,316.11,16.55,0.196,8,5.71,8.49,13.72,1.08,17,9,27,-1.76,0.0,5.46,4.59
2025,Germany,Logistics,SME,505,316.11,31.71,0.389,8,9.63,11.06,21.42,7.05,33,17,73,6.38,10.16,5.0,4.97
2025,Germany,Logistics,SME,505,316.11,22.4,0.255,9,3.45,1.24,12.71,3.38,22,21,36,-0.1,1.97,4.64,5.32
2025,Germany,Logistics,SME,505,316.11,34.18,0.444,8,11.06,12.39,20.51,4.88,12,16,32,0.51,9.25,5.92,6.99
2025,Germany,Logistics,SME,505,316.11,32.44,0.231,7,7.9,0.0,22.83,5.22,35,22,15,1.3,1.55,6.23,5.08
2026,Germany,Logistics,SME,505,316.11,25.45,0.186,10,7.27,5.54,23.3,5.74,29,12,23,8.78,3.68,5.74,4.76
2026,Germany,Logistics,SME,505,316.11,23.73,0.262,8,9.74,3.68,7.26,3.61,9,11,6,6.03,0.23,5.02,6.14
2026,Germany,Logistics,SME,505,316.11,18.16,0.28,9,9.97,7.47,7.34,5.85,12,10,12,5.56,1.62,5.09,5.0
2026,Germany,Logistics,SME,505,316.11,32.28,0.245,10,6.92,6.75,22.06,5.44,28,18,24,2.53,4.5,4.2,5.84
2023,Indonesia,Manufacturing,SME,154,271.33,22.16,0.265,2,4.36,9.63,15.34,6.12,3,6,6,12.04,5.31,5.83,5.54
2023,Indonesia,Manufacturing,SME,154,271.33,27.51,0.185,6,5.2,2.95,14.63,7.43,6,4,12,4.15,3.53,5.24,4.29
2023,Indonesia,Manufacturing,SME,154,271.33,22.15,0.19,2,5.92,5.55,18.47,5.27,8,7,6,2.24,5.82,5.95,4.91
2023,Indonesia,Manufacturing,SME,154,271.33,32.09,0.338,4,7.77,7.6,22.23,9.85,6,6,11,7.72,8.55,5.12,5.71
2024,Indonesia,Manufacturing,SME,154,271.33,28.31,0.185,2,6.15,1.9,19.13,3.92,9,4,2,7.9,5.22,5.05,4.71
2024,Indonesia,Manufacturing,SME,154,271.33,12.25,0.138,3,6.8,4.79,9.5,5.88,3,2,3,2.87,4.73,5.76,4.68
2024,Indonesia,Manufacturing,SME,154,271.33,27.95,0.388,4,11.26,10.06,20.69,8.68,4,5,12,1.7,6.52,5.53,6.05
2024,Indonesia,Manufacturing,SME,154,271.33,37.87,0.245,4,10.27,2.57,31.48,9.22,10,6,11,-1.1,3.37,6.02,4.08
2025,Indonesia,Manufacturing,SME,154,271.33,24.85,0.222,4,4.23,4.38,22.23,5.92,7,3,6,5.41,11.04,4.33,5.92
2025,Indonesia,Manufacturing,SME,154,271.33,35.29,0.343,6,9.01,14.64,22.54,7.04,5,5,15,2.47,9.67,5.11,4.06
2025,Indonesia,Manufacturing,SME,154,271.33,28.8,0.282,4,6.31,0.0,23.36,7.25,6,6,5,0.9,2.43,5.6,4.18
2025,Indonesia,Manufacturing,SME,154,271.33,38.61,0.299,3,5.98,6.81,24.0,7.81,8,6,7,1.47,4.81,5.77,4.66
2026,Indonesia,Manufacturing,SME,154,271.33,38.85,0.449,6,10.53,9.5,17.64,5.51,3,7,12,3.27,3.62,5.61,5.39
2026,Indonesia,Manufacturing,SME,154,271.33,25.33,0.244,10,7.13,7.84,23.76,5.13,5,5,1,2.76,4.06,6.48,3.75
2026,Indonesia,Manufacturing,SME,154,271.33,37.07,0.266,3,10.76,0.14,21.46,7.73,7,8,0,-0.4,2.28,5.4,5.46
2026,Indonesia,Manufacturing,SME,154,271.33,42.79,0.382,3,12.93,5.54,34.83,9.63,8,8,11,4.94,11.18,3.69,4.9
2023,Australia,Finance,SME,912,377.89,51.79,0.418,7,15.06,4.66,24.88,9.92,47,54,54,10.19,4.6,6.11,5.1
2023,Australia,Finance,SME,912,377.89,58.31,0.476,4,11.33,15.13,18.43,7.88,33,58,74,7.04,0.0,5.25,6.04
2023,Australia,Finance,SME,912,377.89,53.13,0.597,7,13.88,16.74,23.87,11.45,41,47,129,4.67,8.67,6.81,5.72
2023,Australia,Finance,SME,912,377.89,43.36,0.337,3,12.0,9.42,13.46,6.41,13,59,35,7.98,0.87,5.7,6.28
2024,Australia,Finance,SME,912,377.89,46.95,0.463,4,11.25,7.17,26.19,11.63,58,49,105,6.64,3.68,6.74,5.44
2024,Australia,Finance,SME,912,377.89,59.62,0.537,4,10.29,16.44,24.54,8.42,49,80,121,11.25,0.2,5.95,6.43
2024,Australia,Finance,SME,912,377.89,66.49,0.543,6,19.08,13.7,25.03,9.93,44,70,90,6.2,6.74,6.33,5.38
2024,Australia,Finance,SME,912,377.89,44.13,0.448,3,10.47,12.4,22.4,7.15,45,40,81,11.22,7.16,5.93,6.15
2025,Australia,Finance,SME,912,377.89,62.67,0.477,7,14.35,19.79,28.51,9.17,53,59,150,6.7,6.49,5.72,5.89
2025,Australia,Finance,SME,912,377.89,51.79,0.327,3,11.24,12.7,35.97,7.97,61,55,45,16.52,4.18,5.73,5.5
2025,Australia,Finance,SME,912,377.89,70.27,0.614,7,16.22,19.25,41.0,12.61,90,76,104,7.21,11.15,3.99,7.47
2025,Australia,Finance,SME,912,377.89,61.15,0.488,9,12.59,14.57,36.89,10.3,82,66,83,10.04,9.83,5.06,5.18
2026,Australia,Finance,SME,912,377.89,77.18,0.78,4,17.61,27.22,41.23,12.44,72,86,138,10.43,14.25,5.41,9.06
2026,Australia,Finance,SME,912,377.89,62.44,0.593,7,12.89,9.15,26.62,8.94,26,73,92,3.12,8.2,4.89,5.45
2026,Australia,Finance,SME,912,377.89,47.6,0.405,3,13.32,11.01,6.72,3.39,31,43,38,3.44,1.35,6.31,5.59
2026,Australia,Finance,SME,912,377.89,57.27,0.408,9,12.33,15.52,25.98,5.96,71,49,65,1.89,5.52,6.81,6.6
2023,Italy,Finance,SME,332,222.02,29.86,0.352,4,10.41,10.59,19.35,4.84,12,12,8,6.18,3.64,5.97,6.3
2023,Italy,Finance,SME,332,222.02,27.01,0.217,4,5.64,10.6,11.19,2.87,6,10,21,3.86,2.82,6.31,6.91
2023,Italy,Finance,SME,332,222.02,35.23,0.284,7,10.98,3.94,18.81,6.05,15,16,26,11.89,2.06,6.7,5.66
2024,Italy,Finance,SME,332,222.02,47.44,0.547,3,14.48,13.99,23.95,10.92,17,19,26,3.99,4.72,7.48,6.12
2024,Italy,Finance,SME,332,222.02,50.58,0.482,7,13.52,2.95,29.72,5.29,21,19,25,-2.46,6.07,6.35,4.94
2024,Italy,Finance,SME,332,222.02,55.98,0.529,6,12.38,22.97,36.6,12.97,29,21,35,11.24,10.69,6.85,7.37
2024,Italy,Finance,SME,332,222.02,47.53,0.402,2,8.79,15.68,29.92,7.52,23,16,21,11.91,7.9,6.09,5.88
2025,Italy,Finance,SME,332,222.02,48.88,0.441,5,10.98,14.55,30.65,10.06,26,22,29,3.57,6.51,5.93,4.95
2025,Italy,Finance,SME,332,222.02,35.98,0.308,7,12.17,10.24,18.01,6.88,21,20,16,-0.24,1.98,5.35,3.82
2025,Italy,Finance,SME,332,222.02,49.18,0.39,9,12.46,7.22,19.44,5.82,18,18,22,9.7,0.0,5.33,4.29
2025,Italy,Finance,SME,332,222.02,34.6,0.428,7,12.17,3.32,25.11,7.46,14,15,26,-0.47,7.99,7.26,4.19
2026,Italy,Finance,SME,332,222.02,46.03,0.453,10,10.8,10.52,21.04,5.9,23,18,15,1.79,2.08,4.79,5.74
2026,Italy,Finance,SME,332,222.02,27.35,0.339,5,9.73,4.44,18.9,6.22,16,10,23,-1.42,3.25,5.43,3.99
2026,Italy,Finance,SME,332,222.02,35.84,0.397,8,11.19,8.61,16.56,3.85,15,17,37,7.12,8.56,5.84,4.98
2023,Australia,Education,Startup,50,32.81,35.26,0.16,3,7.41,12.81,19.36,2.99,2,2,1,5.25,5.46,5.36,6.93
2023,Australia,Education,Startup,50,32.81,28.53,0.262,3,5.76,6.78,18.16,5.48,2,2,3,-2.31,1.23,6.19,4.98
2023,Australia,Education,Startup,50,32.81,23.1,0.255,7,12.54,8.81,16.3,4.2,2,2,3,6.48,0.06,4.79,5.87
2024,Australia,Education,Startup,50,32.81,15.49,0.18,2,5.92,0.0,10.97,4.56,1,1,3,-4.56,5.15,6.1,3.17
2024,Australia,Education,Startup,50,32.81,48.44,0.321,4,8.77,10.34,26.12,9.43,3,2,4,-5.0,7.13,5.05,5.9
2024,Australia,Education,Startup,50,32.81,22.67,0.281,6,6.11,1.33,19.71,4.08,2,2,3,-1.4,6.86,5.83,4.48
2025,Australia,Education,Startup,50,32.81,33.76,0.189,3,5.7,7.19,16.11,4.65,1,2,1,-1.52,2.84,4.15,5.97
2025,Australia,Education,Startup,50,32.81,36.85,0.343,8,7.06,10.91,21.81,4.57,2,3,6,3.27,9.49,5.65,5.34
2026,Australia,Education,Startup,50,32.81,26.78,0.192,4,5.67,0.12,5.52,2.22,1,2,1,1.35,6.39,6.56,3.91
2026,Australia,Education,Startup,50,32.81,37.76,0.273,5,9.3,7.82,29.28,7.96,4,2,2,0.98,5.35,5.77,6.52
2026,Australia,Education,Startup,50,32.81,36.81,0.388,9,9.15,10.66,7.27,2.94,1,2,3,12.68,4.67,6.87,5.98
2026,Australia,Education,Startup,50,32.81,33.5,0.314,4,7.85,7.06,25.24,6.21,2,2,3,8.19,6.77,5.61,5.48
2023,Philippines,Consulting,SME,503,365.54,5.66,0.192,0,6.06,2.73,18.86,5.23,15,4,29,-5.0,6.23,5.78,3.87
2023,Philippines,Consulting,SME,503,365.54,10.6,0.105,7,4.09,2.49,3.02,2.06,0,5,7,-0.55,0.12,3.84,4.32
2023,Philippines,Consulting,SME,503,365.54,26.23,0.197,3,4.78,4.5,15.91,5.36,10,16,0,1.33,1.63,6.09,4.52
2023,Philippines,Consulting,SME,503,365.54,2.5,0.112,0,1.82,2.03,8.61,3.85,1,11,0,-5.0,3.66,5.66,4.6
2024,Philippines,Consulting,SME,503,365.54,16.65,0.154,6,6.12,2.26,11.22,2.33,13,5,21,0.78,0.0,4.61,5.16
2024,Philippines,Consulting,SME,503,365.54,6.58,0.141,0,5.66,6.49,9.03,0.0,6,6,38,6.01,1.35,4.96,5.51
2024,Philippines,Consulting,SME,503,365.54,25.59,0.24,8,8.86,6.31,13.59,4.81,9,14,10,4.26,0.0,6.54,6.19
2024,Philippines,Consulting,SME,503,365.54,4.4,0.062,0,2.46,3.57,0.0,3.09,0,0,0,0.47,0.54,5.48,4.47
2025,Philippines,Consulting,SME,503,365.54,21.61,0.233,9,5.45,9.7,19.86,7.2,23,23,35,-3.33,3.26,5.83,4.93
2025,Philippines,Consulting,SME,503,365.54,9.36,0.204,0,5.75,2.78,9.11,1.66,14,1,20,2.41,5.73,7.41,4.58
2025,Philippines,Consulting,SME,503,365.54,18.91,0.276,4,8.33,8.14,3.13,0.12,9,19,7,-4.22,2.25,5.08,5.07
2025,Philippines,Consulting,SME,503,365.54,38.77,0.412,7,11.74,4.61,12.57,4.88,8,33,52,4.54,4.33,4.53,3.47
2026,Philippines,Consulting,SME,503,365.54,30.36,0.294,4,4.78,15.66,12.45,5.04,15,18,37,-2.61,0.0,6.08,6.15
2026,Philippines,Consulting,SME,503,365.54,21.76,0.27,8,6.11,5.66,17.36,4.4,18,12,0,4.29,11.24,5.57,4.13
2026,Philippines,Consulting,SME,503,365.54,10.49,0.18,6,5.37,3.75,8.97,1.91,16,15,34,-1.86,6.02,5.47,4.07
2026,Philippines,Consulting,SME,503,365.54,15.03,0.118,10,7.62,6.56,10.9,1.75,15,12,10,9.69,1.54,3.35,5.3
2023,Chile,Logistics,Startup,59,42.12,49.85,0.457,3,11.7,14.23,40.96,12.5,5,3,5,7.44,5.8,5.51,6.36
2023,Chile,Logistics,Startup,59,42.12,56.17,0.406,7,10.18,15.33,23.73,6.7,3,3,5,16.99,0.84,5.84,5.01
2023,Chile,Logistics,Startup,59,42.12,29.15,0.247,2,7.3,7.05,25.68,8.08,3,2,0,2.14,2.62,5.17,4.51
2023,Chile,Logistics,Startup,59,42.12,56.33,0.437,5,11.77,9.89,29.18,10.18,5,4,5,9.29,8.63,6.71,6.76
2024,Chile,Logistics,Startup,59,42.12,36.41,0.35,2,9.13,14.38,27.99,9.14,4,2,6,7.33,6.86,5.29,7.09
2024,Chile,Logistics,Startup,59,42.12,59.44,0.407,5,11.39,17.92,28.08,5.08,3,5,7,13.82,9.54,4.99,6.57
2024,Chile,Logistics,Startup,59,42.12,45.14,0.433,4,12.98,9.4,27.72,8.62,3,3,5,0.13,7.97,6.31,4.49
2024,Chile,Logistics,Startup,59,42.12,38.77,0.341,3,6.42,11.05,38.34,8.96,5,3,5,9.68,6.78,4.89,5.49
2025,Chile,Logistics,Startup,59,42.12,45.53,0.383,9,11.51,16.05,19.87,9.88,2,3,5,10.38,1.75,6.37,5.06
2025,Chile,Logistics,Startup,59,42.12,33.46,0.363,9,10.95,12.32,17.17,7.69,3,2,3,10.29,3.99,5.18,6.64
2025,Chile,Logistics,Startup,59,42.12,53.86,0.367,6,11.87,13.67,28.25,7.56,4,4,3,3.89,9.33,5.76,5.77
2025,Chile,Logistics,Startup,59,42.12,39.87,0.353,4,7.98,13.51,25.76,5.72,3,2,5,4.12,3.03,5.63,4.17
2026,Chile,Logistics,Startup,59,42.12,24.6,0.229,9,9.16,5.43,19.66,5.14,3,2,3,7.62,8.17,5.26,4.67
2026,Chile,Logistics,Startup,59,42.12,50.65,0.425,5,9.23,19.45,29.32,11.27,4,3,7,1.59,6.15,5.86,6.61
2026,Chile,Logistics,Startup,59,42.12,40.1,0.318,6,8.61,9.21,14.53,7.57,2,2,4,7.82,0.0,5.75,3.71
2026,Chile,Logistics,Startup,59,42.12,64.62,0.445,6,11.4,11.71,25.73,7.88,4,5,7,13.96,10.17,4.92,4.81
2023,Spain,Consulting,Startup,55,48.59,43.76,0.312,3,9.59,5.47,29.69,6.88,4,3,5,8.33,7.07,7.51,3.49
2023,Spain,Consulting,Startup,55,48.59,48.04,0.357,4,9.83,3.45,24.38,6.16,2,3,2,-4.78,1.44,5.41,3.88
2023,Spain,Consulting,Startup,55,48.59,38.53,0.31,2,7.58,7.9,18.16,4.75,2,3,3,-0.52,4.51,5.46,5.5
2023,Spain,Consulting,Startup,55,48.59,31.34,0.292,3,4.89,3.64,19.93,9.65,3,2,3,-4.64,2.59,6.54,4.1
2024,Spain,Consulting,Startup,55,48.59,35.55,0.3,7,7.79,9.55,18.3,6.8,2,2,1,6.04,6.34,4.16,4.48
2024,Spain,Consulting,Startup,55,48.59,45.36,0.325,2,6.08,8.05,20.06,9.89,3,3,3,8.55,2.98,5.38,5.86
2024,Spain,Consulting,Startup,55,48.59,40.34,0.401,7,11.2,18.97,14.94,3.76,2,3,3,16.82,0.0,5.67,6.71
2024,Spain,Consulting,Startup,55,48.59,34.61,0.273,4,7.13,8.38,21.06,5.27,2,2,1,4.02,0.0,5.36,4.44
2025,Spain,Consulting,Startup,55,48.59,30.54,0.351,3,9.28,10.29,24.49,4.77,2,2,4,10.75,4.89,6.5,5.96
2025,Spain,Consulting,Startup,55,48.59,45.41,0.397,5,11.95,13.47,33.74,7.81,4,3,7,4.94,9.41,5.0,5.25
2025,Spain,Consulting,Startup,55,48.59,42.11,0.367,3,14.39,10.46,7.86,2.69,2,2,4,11.9,0.0,5.28,5.23
2025,Spain,Consulting,Startup,55,48.59,40.34,0.315,5,9.76,6.63,20.62,8.05,3,2,3,4.62,0.0,5.51,5.43
2026,Spain,Consulting,Startup,55,48.59,49.96,0.377,5,10.89,8.82,12.73,4.57,2,4,4,3.4,1.43,5.76,7.28
2026,Spain,Consulting,Startup,55,48.59,40.48,0.408,9,12.31,13.95,18.4,5.56,2,2,4,14.9,6.57,6.4,7.29
2023,Singapore,Technology,SME,798,344.92,38.07,0.476,7,10.19,8.49,8.03,7.23,7,36,96,1.09,5.08,6.0,6.61
2023,Singapore,Technology,SME,798,344.92,8.39,0.285,0,12.28,10.28,17.14,4.56,42,20,23,-5.0,2.68,5.09,5.38
2023,Singapore,Technology,SME,798,344.92,38.52,0.338,2,11.58,9.14,21.46,6.32,29,35,49,8.5,2.57,5.68,6.03
2023,Singapore,Technology,SME,798,344.92,30.65,0.282,5,10.48,0.1,10.44,4.0,15,31,11,6.59,1.94,5.34,3.99
2024,Singapore,Technology,SME,798,344.92,41.06,0.432,3,9.0,13.82,18.22,5.33,30,30,71,13.07,9.45,6.9,5.54
2024,Singapore,Technology,SME,798,344.92,23.39,0.24,3,6.35,0.0,2.71,0.0,0,26,53,5.9,3.6,4.81,6.75
2024,Singapore,Technology,SME,798,344.92,28.43,0.31,4,10.19,7.58,25.26,8.55,37,17,46,10.56,10.75,4.96,3.88
2024,Singapore,Technology,SME,798,344.92,51.62,0.421,7,14.95,20.78,28.0,10.49,40,53,68,5.41,9.71,5.16,5.5
2025,Singapore,Technology,SME,798,344.92,35.13,0.326,9,10.47,4.03,11.66,4.76,20,36,52,3.57,1.15,4.51,4.85
2025,Singapore,Technology,SME,798,344.92,30.91,0.41,8,9.47,12.91,6.48,6.25,13,32,53,10.83,6.01,5.86,5.82
2025,Singapore,Technology,SME,798,344.92,37.02,0.336,9,9.21,8.51,15.3,6.09,46,32,48,5.34,0.6,5.4,5.11
2025,Singapore,Technology,SME,798,344.92,32.71,0.381,7,13.42,16.89,17.03,7.67,17,39,62,4.29,4.84,5.24,5.79
2026,Singapore,Technology,SME,798,344.92,28.79,0.399,6,10.02,8.28,26.48,5.05,50,29,67,2.54,3.16,5.76,6.14
2026,Singapore,Technology,SME,798,344.92,29.36,0.295,9,8.67,4.96,8.28,4.12,7,29,60,-3.13,6.16,5.86,6.22
2026,Singapore,Technology,SME,798,344.92,38.71,0.439,6,14.19,14.47,28.63,6.8,49,49,25,11.36,7.22,6.49,5.7
2026,Singapore,Technology,SME,798,344.92,30.02,0.396,9,9.19,11.15,17.62,5.86,23,25,97,6.32,0.54,5.07,5.37
2023,Netherlands,Healthcare,Enterprise,5723,743.86,37.29,0.304,4,11.36,10.58,20.91,6.47,161,260,529,7.62,8.55,5.2,4.73
2023,Netherlands,Healthcare,Enterprise,5723,743.86,49.76,0.513,5,14.71,15.81,22.85,6.31,288,393,455,8.33,6.93,5.19,5.21
2023,Netherlands,Healthcare,Enterprise,5723,743.86,63.09,0.638,7,15.97,21.23,38.04,12.02,436,499,527,11.83,11.08,5.91,6.92
2023,Netherlands,Healthcare,Enterprise,5723,743.86,60.58,0.583,6,11.78,19.59,27.45,10.42,353,326,797,7.68,0.0,7.64,8.8
2024,Netherlands,Healthcare,Enterprise,5723,743.86,44.81,0.437,6,9.07,9.16,19.62,7.84,175,341,352,14.41,0.0,6.2,5.13
2024,Netherlands,Healthcare,Enterprise,5723,743.86,44.1,0.443,4,12.34,17.42,20.68,6.67,292,302,619,9.73,2.5,5.58,7.19
2024,Netherlands,Healthcare,Enterprise,5723,743.86,52.17,0.442,8,12.19,11.67,23.38,6.72,252,406,433,-0.66,4.09,5.54,5.13
2024,Netherlands,Healthcare,Enterprise,5723,743.86,71.62,0.548,2,12.78,16.05,36.44,12.14,422,437,601,0.93,10.98,6.5,7.72
2025,Netherlands,Healthcare,Enterprise,5723,743.86,50.55,0.462,5,17.88,2.77,26.45,10.08,363,296,440,7.34,5.36,5.12,5.37
2025,Netherlands,Healthcare,Enterprise,5723,743.86,74.79,0.72,9,21.52,21.06,29.56,7.08,302,547,689,9.73,10.25,6.52,6.45
2025,Netherlands,Healthcare,Enterprise,5723,743.86,39.91,0.458,9,9.78,15.72,15.58,9.63,378,215,589,8.65,2.3,6.12,6.12
2025,Netherlands,Healthcare,Enterprise,5723,743.86,50.43,0.457,6,9.87,18.83,13.37,5.89,99,323,480,4.83,9.21,7.36,7.43
2026,Netherlands,Healthcare,Enterprise,5723,743.86,40.65,0.391,10,8.96,9.58,12.34,7.91,190,281,203,4.11,5.12,5.59,3.92
2026,Netherlands,Healthcare,Enterprise,5723,743.86,50.06,0.534,8,16.11,3.85,21.14,9.44,261,375,295,11.71,2.53,6.16,5.64
2026,Netherlands,Healthcare,Enterprise,5723,743.86,46.68,0.526,3,16.11,3.61,14.89,6.83,194,308,431,2.41,6.07,3.87,5.44
2026,Netherlands,Healthcare,Enterprise,5723,743.86,75.38,0.701,6,17.72,17.84,31.37,11.27,424,499,529,10.86,6.43,6.21,5.63
2023,Netherlands,Healthcare,Startup,59,8.42,23.38,0.197,3,9.06,4.02,11.68,4.33,1,2,2,1.58,0.0,5.21,4.04
2023,Netherlands,Healthcare,Startup,59,8.42,12.13,0.134,5,2.81,0.0,11.45,4.62,1,1,3,6.66,6.95,4.92,3.35
2023,Netherlands,Healthcare,Startup,59,8.42,24.07,0.402,6,9.43,7.86,14.45,7.24,1,2,4,8.68,0.0,5.66,5.44
2023,Netherlands,Healthcare,Startup,59,8.42,23.85,0.195,7,7.72,6.05,10.63,1.68,2,1,1,8.37,2.62,4.98,4.55
2024,Netherlands,Healthcare,Startup,59,8.42,13.54,0.144,8,0.0,8.53,12.38,0.0,2,1,4,2.74,1.31,5.49,6.08
2024,Netherlands,Healthcare,Startup,59,8.42,16.91,0.21,8,2.16,0.0,22.08,6.51,3,2,2,-2.24,10.14,5.7,5.48
2024,Netherlands,Healthcare,Startup,59,8.42,17.22,0.167,2,4.86,0.0,0.0,0.25,0,1,3,5.31,0.74,6.22,4.05
2024,Netherlands,Healthcare,Startup,59,8.42,24.79,0.323,8,9.77,8.28,10.01,2.4,1,1,1,1.73,6.17,5.22,6.02
2025,Netherlands,Healthcare,Startup,59,8.42,18.22,0.171,9,6.99,3.07,8.95,1.04,1,2,2,2.06,2.17,5.76,3.17
2025,Netherlands,Healthcare,Startup,59,8.42,36.94,0.295,6,3.83,10.63,20.45,3.31,3,2,4,-3.92,2.02,5.02,5.86
2025,Netherlands,Healthcare,Startup,59,8.42,25.28,0.3,4,6.9,5.77,8.49,2.43,1,2,5,2.05,5.87,4.36,3.92
2025,Netherlands,Healthcare,Startup,59,8.42,22.36,0.236,9,7.38,3.52,10.05,3.86,1,2,4,-3.81,3.32,3.85,3.74
2026,Netherlands,Healthcare,Startup,59,8.42,35.32,0.319,7,6.91,10.7,26.49,8.81,4,3,5,2.79,5.78,5.56,2.99
2026,Netherlands,Healthcare,Startup,59,8.42,43.11,0.415,7,12.44,13.29,21.07,8.68,3,3,5,2.64,0.0,5.6,6.39
2026,Netherlands,Healthcare,Startup,59,8.42,30.18,0.18,7,3.7,10.05,12.63,6.34,0,2,4,3.52,0.9,6.42,5.48
2026,Netherlands,Healthcare,Startup,59,8.42,38.83,0.373,8,8.4,9.56,16.55,7.06,2,3,6,15.09,5.38,5.42,4.81
2023,Germany,Education,Enterprise,4718,4958.08,41.64,0.508,4,12.23,14.13,22.99,6.77,289,251,405,8.2,7.98,5.15,7.92
2023,Germany,Education,Enterprise,4718,4958.08,39.35,0.33,4,10.74,5.6,25.47,2.69,367,189,303,-1.16,8.36,7.85,6.13
2023,Germany,Education,Enterprise,4718,4958.08,37.62,0.38,4,12.41,5.31,23.42,7.42,254,213,412,8.97,6.63,5.18,4.87
2023,Germany,Education,Enterprise,4718,4958.08,49.34,0.506,5,14.45,7.03,19.04,6.24,233,327,340,1.45,7.09,5.52,6.31
2024,Germany,Education,Enterprise,4718,4958.08,21.39,0.318,3,9.76,9.77,4.86,4.27,29,156,263,3.22,0.27,7.26,5.33
2024,Germany,Education,Enterprise,4718,4958.08,25.44,0.37,2,12.79,12.16,15.86,7.25,141,189,277,-1.78,11.97,5.86,5.74
2024,Germany,Education,Enterprise,4718,4958.08,36.3,0.225,5,7.83,4.85,15.44,2.04,187,252,337,1.79,4.23,5.27,6.62
2024,Germany,Education,Enterprise,4718,4958.08,36.78,0.43,3,11.66,10.02,17.62,7.26,193,218,218,4.51,4.2,4.98,5.56
2025,Germany,Education,Enterprise,4718,4958.08,25.25,0.367,7,7.67,2.75,15.2,7.51,133,222,123,3.31,8.16,5.13,5.51
2025,Germany,Education,Enterprise,4718,4958.08,38.66,0.494,8,12.47,11.83,17.26,4.79,200,184,385,1.88,4.97,5.58,5.21
2025,Germany,Education,Enterprise,4718,4958.08,45.1,0.362,4,8.28,9.18,26.86,8.2,390,251,457,1.67,4.29,6.61,6.15
2025,Germany,Education,Enterprise,4718,4958.08,51.28,0.635,8,15.58,21.61,27.55,8.89,240,307,617,15.3,8.76,5.98,6.86
2026,Germany,Education,Enterprise,4718,4958.08,21.21,0.31,7,9.28,0.94,5.98,2.91,28,134,123,-4.2,5.78,5.36,5.49
2026,Germany,Education,Enterprise,4718,4958.08,44.84,0.446,6,11.98,13.37,25.68,9.12,268,294,641,5.82,6.1,6.49,5.91
2026,Germany,Education,Enterprise,4718,4958.08,28.04,0.385,4,11.36,2.25,12.07,5.85,162,113,259,3.35,0.0,6.14,5.4
2026,Germany,Education,Enterprise,4718,4958.08,33.62,0.416,6,8.84,7.95,16.57,5.04,256,233,363,2.38,8.31,5.06,5.9
2023,India,Retail,Enterprise,5545,3254.22,47.34,0.442,1,12.28,10.53,35.34,8.96,478,306,571,6.93,7.92,5.6,4.13
2023,India,Retail,Enterprise,5545,3254.22,35.19,0.459,1,13.71,17.29,18.0,5.69,158,239,370,8.09,8.48,6.0,5.81
2023,India,Retail,Enterprise,5545,3254.22,42.37,0.465,1,13.32,17.65,35.75,10.39,359,240,595,6.7,13.37,7.19,5.84
2023,India,Retail,Enterprise,5545,3254.22,52.61,0.491,2,11.69,19.23,35.49,11.04,487,238,691,12.57,8.29,6.28,7.41
2024,India,Retail,Enterprise,5545,3254.22,44.34,0.432,2,14.16,16.79,29.6,6.76,358,280,481,12.96,7.83,5.3,6.29
2024,India,Retail,Enterprise,5545,3254.22,40.55,0.484,3,12.42,19.92,34.75,12.44,293,303,629,6.9,5.87,7.09,5.23
2024,India,Retail,Enterprise,5545,3254.22,32.03,0.319,2,14.67,4.84,21.02,4.01,327,179,114,3.32,2.46,6.67,5.43
2024,India,Retail,Enterprise,5545,3254.22,20.87,0.276,1,10.86,8.28,22.74,7.81,298,72,329,1.51,4.89,5.93,5.61
2025,India,Retail,Enterprise,5545,3254.22,56.69,0.647,4,16.14,15.6,27.79,7.3,370,378,452,10.37,4.86,6.76,5.85
2025,India,Retail,Enterprise,5545,3254.22,45.02,0.436,2,14.12,16.18,26.23,10.02,347,338,459,9.0,2.41,6.48,6.5
2025,India,Retail,Enterprise,5545,3254.22,41.81,0.406,1,10.69,7.57,34.48,8.94,375,331,536,7.51,8.75,5.92,4.63
2025,India,Retail,Enterprise,5545,3254.22,43.67,0.469,1,12.57,19.99,18.5,6.41,227,300,757,10.78,1.99,6.33,6.88
2026,India,Retail,Enterprise,5545,3254.22,54.41,0.534,5,14.75,17.27,14.63,6.08,213,373,526,5.63,3.06,6.52,6.26
2026,India,Retail,Enterprise,5545,3254.22,47.39,0.42,4,11.02,6.53,23.48,6.86,394,287,488,2.73,11.57,7.22,4.21
2026,India,Retail,Enterprise,5545,3254.22,56.71,0.572,1,14.39,17.79,31.39,8.01,371,370,513,5.34,7.6,6.96,5.66
2026,India,Retail,Enterprise,5545,3254.22,48.78,0.433,3,14.02,14.57,31.0,9.01,309,280,564,12.39,7.93,6.58,5.87
2023,Netherlands,Finance,Enterprise,5302,7143.45,48.68,0.494,3,13.82,13.53,17.38,6.75,315,303,392,8.96,1.25,6.47,7.21
2023,Netherlands,Finance,Enterprise,5302,7143.45,40.71,0.337,3,9.72,11.09,25.43,8.99,193,270,139,10.19,6.94,5.06,5.1
